umur,jenis_kelamin,pekerjaan,stress_level_1_5,penyebab_stres,durasi_stres,kualitas_tidur_1_5,durasi_tidur_jam,waktu_luang_mnt,aktivitas_fisik_mnt,preferensi_olahraga,preferensi_baca,preferensi_jurnal,komitmen_hari_per_minggu,tujuan_utama,anxiety_score,depression_score,self_esteem_score,study_load_1_5,peer_pressure_1_5,social_support_1_5,future_concern_1_5,aktivitas_dipilih,durasi_menit,source
32,Male,Scientist,3,Pekerjaan,>1 bulan,3,7.4,135,54,4,4,2,5,Meningkatkan Energi,9,10,22,2,3,2,3,olahraga,60,StudentStressFactors
51,Male,Software Engineer,3,Akademik,<1 minggu,3,7.9,147,33,2,1,3,5,Lebih Produktif,12,8,18,2,3,4,4,journaling,20,SleepHealthLifestyle
49,Female,Nurse,3,Pekerjaan,1-2 minggu,2,7.3,185,35,3,3,2,5,Tidur Lebih Baik,10,11,21,4,4,3,4,membaca,45,StudentCopingMechanisms
39,Female,Engineer,3,Keuangan,1-2 minggu,2,7.5,146,36,1,4,3,6,Tidur Lebih Baik,6,7,23,4,2,4,2,membaca,60,SleepHealthLifestyle
17,Female,Student,4,Keuangan,1-2 minggu,3,7.3,130,45,2,2,4,5,Lebih Produktif,7,5,23,2,3,2,2,journaling,25,StudentCopingMechanisms
23,Male,Lawyer,3,Keuangan,<1 minggu,3,5.9,139,55,2,3,2,5,Lebih Produktif,6,4,18,2,2,4,2,membaca,60,SleepHealthLifestyle
41,Male,Accountant,3,Keuangan,2-4 minggu,3,7.9,156,50,3,3,3,5,Lebih Produktif,9,10,20,2,2,3,3,journaling,20,SleepHealthLifestyle
49,Male,Accountant,3,Keuangan,<1 minggu,4,6.8,191,65,4,3,2,4,Lebih Produktif,10,11,17,2,4,3,3,olahraga,45,StudentCopingMechanisms
19,Female,Student,3,Sosial,<1 minggu,2,5.8,180,41,4,1,3,5,Tidur Lebih Baik,18,17,12,1,5,1,5,journaling,25,StudentStressFactors
22,Male,Student,2,Lainnya,1-2 minggu,5,7.9,180,75,3,3,1,2,Lebih Produktif,0,0,24,1,1,4,1,membaca,30,StudentCopingMechanisms
25,Male,Student,3,Sosial,2-4 minggu,4,6.1,136,39,2,2,3,4,Meningkatkan Energi,4,13,1,3,5,2,2,journaling,20,StudentStressFactors
19,Female,Student,4,Akademik,2-4 minggu,3,7.8,130,45,3,3,4,7,Mengurangi Stres,6,7,20,3,3,3,3,journaling,20,StudentCopingMechanisms
30,Female,Accountant,4,Keuangan,2-4 minggu,1,6.1,141,51,3,3,4,7,Mengurangi Stres,11,11,14,4,4,2,4,journaling,25,StudentCopingMechanisms
24,Male,Student,2,Akademik,1-2 minggu,5,7.9,200,68,4,4,2,3,Menenangkan Pikiran,7,8,28,3,1,4,2,membaca,30,StudentStressFactors
22,Male,Student,3,Keuangan,<1 minggu,3,7.5,169,63,4,2,3,4,Menenangkan Pikiran,11,13,15,3,2,4,4,olahraga,30,StudentStressFactors
47,Female,Teacher,3,Akademik,2-4 minggu,5,7.0,172,63,4,4,1,5,Tidur Lebih Baik,11,5,24,4,2,2,2,membaca,45,StudentCopingMechanisms
25,Male,Teacher,4,Pekerjaan,2-4 minggu,2,7.2,178,39,4,3,3,6,Tidur Lebih Baik,12,11,19,5,3,3,4,olahraga,45,SleepHealthLifestyle
27,Female,Student,4,Akademik,1-2 minggu,3,6.2,157,20,3,3,4,5,Mengurangi Stres,5,9,21,2,3,3,4,olahraga,60,StudentCopingMechanisms
51,Male,Entrepreneur,5,Sosial,>1 bulan,1,7.1,143,32,2,3,4,7,Tidur Lebih Baik,14,15,13,4,5,2,4,journaling,20,StudentStressFactors
57,Female,Doctor,4,Pekerjaan,2-4 minggu,3,6.2,162,47,4,2,3,5,Mengurangi Stres,10,15,17,4,4,2,4,journaling,20,StudentStressFactors
31,Female,Manager,3,Pekerjaan,2-4 minggu,3,7.3,158,32,3,4,1,6,Lebih Produktif,11,10,21,4,4,3,2,membaca,45,StudentCopingMechanisms
19,Male,Student,2,Lainnya,2-4 minggu,3,7.0,200,64,3,3,1,2,Meningkatkan Energi,4,8,20,3,3,5,1,olahraga,30,StudentStressFactors
52,Male,Software Engineer,5,Pekerjaan,>1 bulan,1,6.6,132,27,2,4,4,7,Tidur Lebih Baik,11,17,12,5,5,2,5,journaling,20,StudentStressFactors
18,Female,Student,2,Lainnya,2-4 minggu,3,6.4,200,42,2,4,3,3,Lebih Produktif,5,6,24,2,1,5,2,membaca,45,StudentStressFactors
51,Male,Software Engineer,3,Pekerjaan,1-2 minggu,3,6.2,160,62,3,3,2,4,Lebih Produktif,9,8,22,2,4,3,2,membaca,30,SleepHealthLifestyle
43,Female,Scientist,4,Pekerjaan,>1 bulan,1,7.5,146,26,2,3,3,6,Tidur Lebih Baik,12,12,16,5,3,2,4,membaca,45,StudentCopingMechanisms
23,Female,Student,2,Akademik,1-2 minggu,4,7.0,200,54,4,4,3,3,Meningkatkan Energi,6,10,21,2,2,4,2,membaca,45,StudentCopingMechanisms
18,Male,Student,5,Akademik,>1 bulan,2,5.5,130,20,2,3,3,5,Mengurangi Stres,9,10,13,2,4,3,4,membaca,45,StudentCopingMechanisms
22,Male,Student,3,Sosial,<1 minggu,3,7.2,136,58,3,1,1,5,Menenangkan Pikiran,9,10,19,2,4,2,2,olahraga,45,SleepHealthLifestyle
26,Male,Software Engineer,3,Sosial,2-4 minggu,3,7.1,200,64,4,4,2,6,Lebih Produktif,12,10,26,3,3,4,4,olahraga,60,StudentCopingMechanisms
20,Male,Student,3,Keuangan,2-4 minggu,3,6.8,166,35,4,3,2,4,Meningkatkan Energi,7,8,24,4,2,2,3,olahraga,30,StudentCopingMechanisms
23,Female,Student,2,Keuangan,<1 minggu,4,7.2,179,48,3,3,1,4,Lebih Produktif,7,8,26,1,2,5,2,membaca,30,SleepHealthLifestyle
17,Male,Student,3,Sosial,2-4 minggu,4,7.4,165,31,4,3,3,5,Meningkatkan Energi,10,8,26,3,2,4,4,journaling,15,StudentCopingMechanisms
24,Female,Student,2,Keuangan,1-2 minggu,4,8.3,179,57,3,3,2,3,Meningkatkan Energi,8,7,23,1,2,4,2,membaca,30,StudentCopingMechanisms
20,Female,Freelancer,4,Keuangan,2-4 minggu,2,6.5,156,38,3,2,3,6,Mengurangi Stres,16,10,18,4,3,3,3,journaling,30,SleepHealthLifestyle
19,Male,Student,4,Akademik,1-2 minggu,3,5.6,145,20,2,3,4,6,Lebih Produktif,4,6,17,3,4,4,4,journaling,20,StudentCopingMechanisms
22,Female,Accountant,2,Pekerjaan,1-2 minggu,3,8.2,197,42,2,3,3,4,Lebih Produktif,8,3,22,1,3,3,2,membaca,30,SleepHealthLifestyle
36,Female,Nurse,4,Sosial,1-2 minggu,2,6.4,153,23,3,4,3,6,Tidur Lebih Baik,12,11,21,4,4,1,5,membaca,60,StudentCopingMechanisms
54,Female,Teacher,4,Sosial,1-2 minggu,2,6.4,153,53,2,2,3,4,Tidur Lebih Baik,12,12,19,4,4,2,4,journaling,25,StudentCopingMechanisms
35,Male,Software Engineer,4,Pekerjaan,<1 minggu,2,6.8,133,42,3,4,3,5,Tidur Lebih Baik,6,7,19,4,3,3,3,membaca,60,SleepHealthLifestyle
19,Female,Student,3,Lainnya,>1 bulan,4,7.1,155,45,3,1,2,5,Meningkatkan Energi,5,5,19,2,2,3,2,olahraga,45,StudentCopingMechanisms
52,Female,Doctor,4,Pekerjaan,2-4 minggu,2,6.1,149,42,3,3,4,5,Tidur Lebih Baik,7,7,15,3,3,3,3,journaling,25,SleepHealthLifestyle
46,Male,Nurse,5,Sosial,>1 bulan,1,7.0,86,16,3,3,3,6,Tidur Lebih Baik,16,13,12,5,5,1,5,journaling,25,StudentStressFactors
33,Female,Nurse,4,Pekerjaan,2-4 minggu,2,6.3,169,40,2,4,3,6,Mengurangi Stres,13,12,16,5,4,2,4,membaca,45,SleepHealthLifestyle
22,Male,Student,2,Akademik,<1 minggu,4,8.3,200,46,3,4,1,5,Lebih Produktif,6,7,26,3,2,3,2,membaca,60,SleepHealthLifestyle
33,Female,Nurse,5,Pekerjaan,2-4 minggu,1,6.8,115,40,3,2,4,7,Mengurangi Stres,16,18,13,5,5,2,4,journaling,25,StudentCopingMechanisms
56,Female,Engineer,3,Pekerjaan,1-2 minggu,2,7.4,199,42,4,3,2,5,Tidur Lebih Baik,7,5,25,4,4,4,3,membaca,45,SleepHealthLifestyle
36,Female,Sales Representative,3,Sosial,2-4 minggu,2,7.6,196,50,3,4,1,5,Mengurangi Stres,9,7,20,2,2,2,2,membaca,60,StudentStressFactors
19,Male,Student,5,Akademik,2-4 minggu,2,4.8,93,20,1,2,3,5,Tidur Lebih Baik,7,11,17,4,5,3,5,membaca,45,StudentCopingMechanisms
55,Male,Manager,3,Keuangan,2-4 minggu,2,7.3,170,39,4,2,3,4,Tidur Lebih Baik,10,10,18,2,2,3,2,olahraga,30,SleepHealthLifestyle
25,Female,Nurse,3,Pekerjaan,1-2 minggu,4,7.3,144,65,3,4,1,4,Meningkatkan Energi,11,12,27,2,4,4,3,membaca,30,StudentStressFactors
24,Female,Student,4,Sosial,1-2 minggu,3,7.5,175,54,3,3,3,6,Meningkatkan Energi,13,9,21,3,3,2,3,olahraga,60,SleepHealthLifestyle
25,Female,Student,3,Sosial,1-2 minggu,1,6.0,65,37,3,3,4,5,Tidur Lebih Baik,13,7,7,5,5,3,5,membaca,30,StudentStressFactors
25,Male,Student,1,Lainnya,<1 minggu,5,8.1,180,75,4,2,2,3,Lebih Produktif,0,3,28,1,1,3,1,olahraga,45,StudentCopingMechanisms
19,Female,Student,3,Akademik,1-2 minggu,2,6.4,147,38,2,4,4,5,Tidur Lebih Baik,15,22,22,3,2,3,2,journaling,30,StudentStressFactors
35,Male,Manager,5,Pekerjaan,2-4 minggu,2,5.9,141,39,4,2,4,7,Tidur Lebih Baik,17,14,12,4,4,1,4,journaling,25,StudentCopingMechanisms
25,Male,Student,4,Akademik,2-4 minggu,2,7.3,112,55,3,2,2,5,Tidur Lebih Baik,11,12,14,3,4,3,5,olahraga,45,StudentStressFactors
18,Male,Student,4,Akademik,2-4 minggu,1,6.1,125,57,3,2,3,5,Tidur Lebih Baik,12,13,16,4,5,1,5,olahraga,45,StudentCopingMechanisms
20,Female,Student,5,Akademik,<1 minggu,2,5.2,124,20,3,4,4,7,Tidur Lebih Baik,6,7,14,3,4,3,5,membaca,45,StudentCopingMechanisms
19,Male,Student,3,Sosial,2-4 minggu,3,6.2,180,46,3,1,2,3,Tidur Lebih Baik,5,12,5,3,5,1,5,olahraga,45,StudentStressFactors
42,Male,Engineer,3,Pekerjaan,>1 bulan,2,8.0,143,63,3,1,3,3,Mengurangi Stres,13,10,17,2,3,2,2,olahraga,30,StudentStressFactors
23,Female,Student,1,Akademik,>1 bulan,3,6.6,174,52,3,2,1,1,Lebih Produktif,7,5,16,3,3,3,2,membaca,45,StudentStressFactors
25,Female,Software Engineer,5,Akademik,1-2 minggu,1,5.9,124,40,4,4,4,7,Mengurangi Stres,16,13,13,5,4,1,5,journaling,25,StudentStressFactors
18,Male,Student,2,Keuangan,1-2 minggu,4,7.2,166,62,4,3,3,4,Meningkatkan Energi,5,6,27,3,1,5,1,olahraga,45,StudentStressFactors
25,Male,Student,4,Akademik,2-4 minggu,3,7.0,103,45,3,3,3,6,Meningkatkan Energi,7,4,19,3,3,3,3,membaca,60,StudentCopingMechanisms
32,Female,Software Engineer,5,Pekerjaan,2-4 minggu,1,6.8,151,33,1,3,4,7,Tidur Lebih Baik,14,14,13,5,5,2,4,journaling,25,StudentStressFactors
21,Male,Student,2,Lainnya,>1 bulan,4,7.2,140,45,2,4,2,5,Meningkatkan Energi,5,3,26,3,2,4,1,membaca,45,StudentCopingMechanisms
27,Male,Student,5,Akademik,>1 bulan,2,5.4,90,20,2,3,3,7,Mengurangi Stres,8,9,17,3,4,2,4,membaca,60,StudentCopingMechanisms
18,Male,Student,4,Keuangan,1-2 minggu,3,6.6,158,45,2,3,4,5,Mengurangi Stres,7,6,18,2,3,2,3,journaling,25,StudentCopingMechanisms
27,Female,Lawyer,5,Keuangan,1-2 minggu,1,6.8,103,45,4,4,4,7,Tidur Lebih Baik,13,12,15,4,4,1,4,membaca,45,SleepHealthLifestyle
18,Male,Student,2,Keuangan,1-2 minggu,4,7.4,180,45,4,2,1,5,Menenangkan Pikiran,5,5,24,2,2,3,3,olahraga,45,StudentCopingMechanisms
32,Male,Teacher,4,Pekerjaan,2-4 minggu,2,7.7,161,52,4,3,3,5,Tidur Lebih Baik,10,12,20,5,5,2,5,olahraga,45,StudentCopingMechanisms
28,Male,Teacher,2,Lainnya,<1 minggu,5,7.2,182,54,3,4,1,4,Tidur Lebih Baik,6,8,24,1,3,3,1,membaca,30,StudentCopingMechanisms
20,Female,Student,3,Akademik,<1 minggu,2,6.7,180,37,3,4,3,5,Tidur Lebih Baik,10,10,24,4,2,2,4,membaca,60,StudentStressFactors
18,Male,Student,4,Akademik,2-4 minggu,1,6.5,140,36,4,2,3,6,Mengurangi Stres,12,13,16,5,5,1,5,olahraga,60,StudentCopingMechanisms
50,Female,Software Engineer,3,Akademik,2-4 minggu,2,7.2,173,55,3,3,3,3,Mengurangi Stres,10,12,24,2,4,3,4,membaca,30,StudentStressFactors
24,Female,Student,1,Akademik,<1 minggu,1,6.5,66,56,3,4,2,4,Tidur Lebih Baik,7,9,29,5,3,2,4,membaca,45,StudentStressFactors
43,Female,Scientist,3,Lainnya,<1 minggu,4,7.0,185,33,1,4,1,5,Meningkatkan Energi,9,7,21,4,4,2,4,membaca,45,SleepHealthLifestyle
50,Female,Teacher,3,Keuangan,1-2 minggu,4,6.9,167,33,1,4,3,4,Meningkatkan Energi,11,13,21,2,3,4,4,membaca,30,StudentCopingMechanisms
56,Male,Doctor,5,Akademik,2-4 minggu,1,6.2,111,48,3,2,4,6,Mengurangi Stres,14,15,13,5,5,1,4,journaling,25,StudentCopingMechanisms
52,Male,Lawyer,4,Keuangan,>1 bulan,2,7.5,159,54,3,4,3,7,Tidur Lebih Baik,13,14,18,3,3,2,4,membaca,60,StudentStressFactors
49,Female,Accountant,2,Keuangan,1-2 minggu,3,7.8,160,43,3,3,1,4,Menenangkan Pikiran,7,9,27,3,1,5,1,membaca,30,SleepHealthLifestyle
18,Female,Student,4,Keuangan,<1 minggu,2,6.7,131,36,2,3,4,5,Tidur Lebih Baik,11,14,12,4,3,3,5,journaling,25,StudentCopingMechanisms
27,Male,Scientist,2,Pekerjaan,2-4 minggu,3,8.1,200,67,4,1,2,5,Meningkatkan Energi,8,4,19,1,3,4,1,olahraga,60,SleepHealthLifestyle
26,Female,Student,3,Lainnya,2-4 minggu,4,6.4,165,45,3,3,2,5,Menenangkan Pikiran,5,5,20,2,2,4,2,membaca,45,StudentCopingMechanisms
41,Male,Lawyer,4,Keuangan,>1 bulan,1,5.7,159,33,2,4,4,6,Tidur Lebih Baik,14,12,18,4,3,2,5,journaling,25,SleepHealthLifestyle
42,Male,Doctor,5,Pekerjaan,2-4 minggu,1,7.5,126,40,3,4,4,7,Mengurangi Stres,13,15,14,5,5,2,5,journaling,20,SleepHealthLifestyle
45,Female,Manager,4,Pekerjaan,<1 minggu,1,7.0,147,27,1,4,3,5,Tidur Lebih Baik,11,11,18,3,5,3,3,membaca,60,StudentCopingMechanisms
26,Female,Student,5,Akademik,2-4 minggu,2,5.4,129,20,2,4,4,7,Mengurangi Stres,6,10,13,3,5,2,5,membaca,45,StudentCopingMechanisms
19,Male,Student,5,Keuangan,<1 minggu,3,5.7,180,42,2,3,4,7,Mengurangi Stres,14,0,13,2,3,3,3,journaling,20,StudentStressFactors
21,Male,Student,4,Lainnya,1-2 minggu,3,6.0,151,20,3,4,3,6,Lebih Produktif,6,8,18,2,3,3,3,olahraga,45,StudentCopingMechanisms
24,Male,Software Engineer,3,Sosial,>1 bulan,4,7.2,169,31,2,4,3,6,Lebih Produktif,10,6,21,4,4,4,3,membaca,45,StudentStressFactors
18,Female,Student,3,Akademik,<1 minggu,2,6.8,200,37,3,4,2,6,Mengurangi Stres,6,11,20,4,4,4,3,membaca,45,SleepHealthLifestyle
53,Male,Accountant,4,Sosial,2-4 minggu,3,6.8,141,33,2,4,3,6,Mengurangi Stres,11,12,20,5,5,1,3,membaca,60,SleepHealthLifestyle
24,Female,Student,4,Lainnya,1-2 minggu,3,7.3,126,45,3,3,3,6,Lebih Produktif,5,8,20,2,3,3,2,olahraga,60,StudentCopingMechanisms
27,Male,Student,4,Akademik,1-2 minggu,3,6.4,99,45,3,3,4,6,Meningkatkan Energi,5,6,21,3,3,4,4,journaling,25,StudentCopingMechanisms
40,Male,Nurse,5,Pekerjaan,2-4 minggu,2,5.9,147,26,1,2,4,7,Tidur Lebih Baik,16,10,15,4,4,1,5,journaling,30,StudentCopingMechanisms
22,Male,Student,2,Keuangan,1-2 minggu,4,7.1,182,57,3,4,2,3,Meningkatkan Energi,6,4,24,3,3,5,3,membaca,30,SleepHealthLifestyle
55,Male,Accountant,4,Lainnya,1-2 minggu,2,7.1,115,54,3,4,3,7,Tidur Lebih Baik,11,8,22,3,3,3,3,membaca,60,SleepHealthLifestyle
49,Female,Engineer,4,Pekerjaan,2-4 minggu,2,7.1,154,42,3,2,2,4,Tidur Lebih Baik,11,11,15,4,3,3,5,olahraga,30,StudentStressFactors
21,Male,Student,4,Akademik,2-4 minggu,3,6.4,149,45,3,4,4,7,Lebih Produktif,7,5,24,3,3,2,4,journaling,25,StudentCopingMechanisms
25,Male,Student,2,Keuangan,<1 minggu,4,7.0,200,50,2,3,3,4,Lebih Produktif,5,5,24,1,3,4,1,membaca,45,StudentStressFactors
24,Female,Student,4,Akademik,<1 minggu,3,5.8,101,20,2,2,4,6,Lebih Produktif,6,5,17,3,3,3,3,journaling,20,StudentCopingMechanisms
19,Male,Student,4,Akademik,2-4 minggu,3,5.7,123,20,1,4,4,5,Meningkatkan Energi,6,6,17,3,3,3,4,membaca,45,StudentCopingMechanisms
23,Male,Engineer,2,Sosial,1-2 minggu,4,7.9,200,73,4,2,1,5,Meningkatkan Energi,6,4,18,1,3,4,1,olahraga,60,StudentStressFactors
48,Male,Software Engineer,4,Pekerjaan,1-2 minggu,3,7.4,139,31,1,3,2,5,Lebih Produktif,11,10,17,5,3,2,3,membaca,45,StudentCopingMechanisms
24,Male,Doctor,4,Pekerjaan,>1 bulan,2,6.6,125,32,2,3,3,5,Tidur Lebih Baik,12,11,15,5,4,2,4,membaca,60,StudentStressFactors
20,Female,Student,3,Keuangan,2-4 minggu,4,7.7,180,45,3,2,1,5,Meningkatkan Energi,3,6,25,1,2,4,3,olahraga,45,StudentCopingMechanisms
19,Female,Student,2,Keuangan,<1 minggu,3,7.8,200,69,3,4,2,4,Menenangkan Pikiran,7,3,24,2,3,5,3,membaca,30,StudentStressFactors
25,Male,Student,2,Keuangan,2-4 minggu,4,7.4,172,75,4,1,2,5,Lebih Produktif,3,2,27,1,1,4,1,olahraga,60,StudentCopingMechanisms
49,Male,Software Engineer,3,Lainnya,1-2 minggu,3,6.5,186,38,4,2,2,5,Lebih Produktif,10,9,16,3,2,2,3,olahraga,45,StudentCopingMechanisms
22,Male,Student,2,Lainnya,<1 minggu,4,7.7,122,45,4,1,2,4,Menenangkan Pikiran,4,6,27,2,2,3,2,olahraga,30,StudentCopingMechanisms
24,Male,Student,5,Akademik,2-4 minggu,2,4.6,80,20,1,4,3,7,Tidur Lebih Baik,8,11,16,4,5,2,4,membaca,45,StudentCopingMechanisms
26,Male,Student,2,Lainnya,1-2 minggu,5,8.3,180,75,4,2,1,4,Meningkatkan Energi,0,4,27,1,1,4,2,olahraga,45,StudentCopingMechanisms
35,Male,Teacher,2,Sosial,<1 minggu,3,7.1,200,68,3,3,3,4,Menenangkan Pikiran,3,5,23,3,1,4,3,membaca,45,StudentCopingMechanisms
52,Male,Accountant,2,Pekerjaan,1-2 minggu,3,8.2,196,64,4,4,2,3,Tidur Lebih Baik,6,4,19,3,3,3,1,membaca,45,SleepHealthLifestyle
22,Male,Student,2,Akademik,<1 minggu,5,8.0,191,71,4,4,2,3,Lebih Produktif,6,3,26,3,3,4,1,membaca,30,StudentStressFactors
31,Female,Manager,4,Lainnya,>1 bulan,1,6.7,118,43,3,2,4,6,Tidur Lebih Baik,12,15,17,3,3,3,3,journaling,20,StudentCopingMechanisms
48,Female,Sales Representative,5,Keuangan,2-4 minggu,2,6.4,111,39,2,4,4,7,Tidur Lebih Baik,13,16,16,4,5,2,5,journaling,20,StudentStressFactors
20,Male,Student,5,Akademik,1-2 minggu,2,4.4,94,20,3,4,3,6,Tidur Lebih Baik,7,10,18,3,5,3,5,membaca,60,StudentCopingMechanisms
17,Female,Student,4,Lainnya,2-4 minggu,5,7.0,110,45,3,4,4,6,Meningkatkan Energi,3,8,20,3,3,4,3,membaca,60,StudentCopingMechanisms
25,Female,Manager,4,Sosial,>1 bulan,1,6.1,113,27,3,3,3,4,Tidur Lebih Baik,12,10,16,3,4,3,5,journaling,20,StudentCopingMechanisms
23,Male,Teacher,3,Keuangan,2-4 minggu,3,7.7,196,47,3,3,2,3,Lebih Produktif,9,14,23,4,3,3,2,olahraga,45,StudentStressFactors
19,Female,Student,1,Sosial,1-2 minggu,5,6.1,92,43,4,4,4,5,Mengurangi Stres,20,16,9,4,1,3,2,journaling,30,StudentStressFactors
28,Female,Teacher,4,Pekerjaan,>1 bulan,1,6.8,113,30,2,4,2,7,Tidur Lebih Baik,13,9,21,4,3,3,3,membaca,45,StudentCopingMechanisms
24,Male,Student,5,Keuangan,>1 bulan,4,5.5,60,36,3,4,4,6,Mengurangi Stres,8,5,22,5,4,3,1,journaling,20,StudentStressFactors
28,Male,Lawyer,4,Lainnya,1-2 minggu,1,6.6,146,31,1,4,4,6,Tidur Lebih Baik,12,14,19,5,4,3,3,membaca,60,StudentStressFactors
24,Female,Scientist,4,Keuangan,>1 bulan,2,6.0,149,37,3,4,3,5,Tidur Lebih Baik,5,5,19,1,3,3,3,membaca,45,SleepHealthLifestyle
20,Male,Student,3,Akademik,>1 bulan,4,6.2,104,45,3,3,2,5,Menenangkan Pikiran,4,7,20,3,2,3,3,membaca,60,StudentCopingMechanisms
24,Male,Student,1,Akademik,<1 minggu,1,6.5,180,56,3,2,3,2,Mengurangi Stres,3,20,18,1,2,3,5,journaling,30,StudentStressFactors
23,Male,Student,2,Akademik,1-2 minggu,4,7.6,200,48,2,4,2,3,Lebih Produktif,4,5,25,2,3,5,1,membaca,45,SleepHealthLifestyle
51,Female,Healthcare Worker,4,Pekerjaan,1-2 minggu,3,6.9,155,39,3,4,3,5,Lebih Produktif,13,11,18,5,4,1,5,membaca,60,StudentStressFactors
22,Female,Student,1,Keuangan,<1 minggu,5,8.7,180,75,4,2,2,2,Meningkatkan Energi,0,0,28,1,1,5,1,olahraga,20,StudentCopingMechanisms
56,Male,Accountant,3,Pekerjaan,1-2 minggu,3,6.7,153,64,4,4,3,4,Lebih Produktif,9,9,23,3,3,4,4,membaca,30,SleepHealthLifestyle
26,Male,Student,4,Akademik,1-2 minggu,3,5.9,146,20,3,3,3,6,Mengurangi Stres,7,7,20,3,4,4,4,olahraga,45,StudentCopingMechanisms
43,Male,Engineer,4,Pekerjaan,2-4 minggu,2,7.1,137,27,1,4,4,6,Mengurangi Stres,11,14,15,5,5,2,5,membaca,60,SleepHealthLifestyle
57,Female,Scientist,3,Sosial,<1 minggu,4,7.8,156,46,3,3,3,4,Menenangkan Pikiran,7,12,22,3,3,2,2,membaca,45,StudentStressFactors
34,Male,Manager,3,Keuangan,1-2 minggu,3,7.3,184,38,3,2,2,4,Lebih Produktif,7,7,18,4,4,2,2,olahraga,45,StudentCopingMechanisms
21,Female,Student,2,Keuangan,<1 minggu,4,7.6,180,45,3,3,2,2,Meningkatkan Energi,4,3,23,1,2,4,2,membaca,30,StudentCopingMechanisms
22,Male,Student,2,Lainnya,<1 minggu,4,8.1,144,45,3,1,1,3,Meningkatkan Energi,3,5,23,2,2,3,2,olahraga,45,StudentCopingMechanisms
27,Female,Student,5,Akademik,1-2 minggu,2,5.3,92,20,2,3,3,6,Mengurangi Stres,7,9,15,3,4,1,3,membaca,60,StudentCopingMechanisms
47,Female,Doctor,5,Pekerjaan,>1 bulan,2,7.0,90,27,3,2,4,6,Mengurangi Stres,15,14,13,4,5,1,4,journaling,20,StudentCopingMechanisms
21,Female,Student,5,Keuangan,1-2 minggu,5,5.6,167,31,2,2,4,6,Mengurangi Stres,15,11,2,3,5,2,4,journaling,20,StudentStressFactors
57,Female,Lawyer,3,Pekerjaan,2-4 minggu,2,7.3,168,60,3,3,1,3,Tidur Lebih Baik,11,11,18,2,4,3,3,membaca,30,StudentCopingMechanisms
32,Male,Scientist,2,Keuangan,>1 bulan,4,7.3,160,42,3,3,1,3,Meningkatkan Energi,2,3,27,4,1,4,1,membaca,30,SleepHealthLifestyle
47,Female,Software Engineer,5,Pekerjaan,1-2 minggu,1,6.7,139,40,2,2,4,7,Tidur Lebih Baik,15,13,12,5,5,2,5,journaling,20,StudentCopingMechanisms
19,Female,Student,4,Akademik,2-4 minggu,3,6.6,145,39,3,3,4,7,Mengurangi Stres,12,10,18,4,5,2,5,journaling,20,StudentStressFactors
55,Male,Software Engineer,5,Pekerjaan,1-2 minggu,2,5.9,123,36,4,3,3,6,Tidur Lebih Baik,16,19,18,5,4,2,4,olahraga,60,StudentStressFactors
27,Female,Student,2,Keuangan,1-2 minggu,5,8.1,130,75,4,1,2,3,Meningkatkan Energi,2,3,24,2,1,4,1,olahraga,30,StudentCopingMechanisms
29,Male,Software Engineer,4,Pekerjaan,2-4 minggu,3,6.8,112,27,3,3,4,7,Meningkatkan Energi,12,16,18,3,4,2,4,journaling,20,StudentCopingMechanisms
28,Male,Nurse,4,Lainnya,>1 bulan,2,7.3,124,50,3,3,4,7,Mengurangi Stres,14,14,17,3,3,3,3,journaling,25,StudentCopingMechanisms
26,Male,Student,5,Akademik,>1 bulan,2,5.5,129,20,1,4,4,7,Mengurangi Stres,10,12,14,3,5,2,5,membaca,60,StudentCopingMechanisms
21,Female,Student,2,Keuangan,<1 minggu,5,7.7,176,50,2,4,1,3,Meningkatkan Energi,6,3,22,1,2,4,3,membaca,30,SleepHealthLifestyle
27,Male,Software Engineer,3,Sosial,<1 minggu,4,7.8,175,61,4,4,3,4,Lebih Produktif,7,9,22,4,3,3,2,membaca,45,StudentCopingMechanisms
25,Female,Teacher,3,Lainnya,<1 minggu,3,7.2,160,62,4,4,3,6,Lebih Produktif,9,10,22,4,3,2,4,membaca,60,SleepHealthLifestyle
30,Female,Engineer,4,Pekerjaan,2-4 minggu,2,6.6,143,47,4,3,3,5,Tidur Lebih Baik,11,9,19,5,3,2,4,olahraga,60,SleepHealthLifestyle
23,Male,Student,4,Akademik,>1 bulan,2,6.3,143,35,2,3,4,6,Mengurangi Stres,11,16,22,4,4,2,5,journaling,25,SleepHealthLifestyle
19,Male,Student,2,Keuangan,2-4 minggu,3,7.3,200,60,4,4,3,5,Meningkatkan Energi,6,4,24,3,1,3,2,membaca,45,SleepHealthLifestyle
50,Female,Software Engineer,3,Akademik,1-2 minggu,3,6.1,184,42,3,4,3,4,Menenangkan Pikiran,6,8,21,4,2,2,2,membaca,30,StudentCopingMechanisms
23,Male,Student,1,Akademik,>1 bulan,4,6.9,172,44,3,3,3,1,Menenangkan Pikiran,3,19,10,2,5,3,3,membaca,45,StudentStressFactors
38,Male,Doctor,5,Pekerjaan,2-4 minggu,1,6.3,122,49,3,2,4,6,Tidur Lebih Baik,18,14,9,5,5,1,4,journaling,25,StudentCopingMechanisms
